url,people,rate,type
https://leetcode.cn/problems/split-strings-by-separator,186,0.807,easy
https://leetcode.cn/problems/create-object-from-two-arrays,6,0.608,easy
https://leetcode.cn/problems/repeat-string,9,0.853,easy
https://leetcode.cn/problems/partial-function-with-placeholders,6,0.896,easy
https://leetcode.cn/problems/number-of-employees-who-met-the-target,59,0.851,easy
https://leetcode.cn/problems/factorial-generator,4,0.772,easy
https://leetcode.cn/problems/array-prototype-foreach,7,0.825,easy
https://leetcode.cn/problems/account-balance-after-rounded-purchase,28,0.621,easy
https://leetcode.cn/problems/faulty-keyboard,58,0.822,easy
https://leetcode.cn/problems/max-pair-sum-in-an-array,56,0.68,easy
https://leetcode.cn/problems/delay-the-resolution-of-each-promise,3,0.539,easy
https://leetcode.cn/problems/inversion-of-object,4,0.613,easy
https://leetcode.cn/problems/count-pairs-whose-sum-is-less-than-target,175,0.868,easy
https://leetcode.cn/problems/check-if-a-string-is-an-acronym-of-words,148,0.853,easy
https://leetcode.cn/problems/furthest-point-from-origin,56,0.788,easy
https://leetcode.cn/problems/total-traveled-distance,10,0.685,easy
https://leetcode.cn/problems/check-if-strings-can-be-made-equal-with-operations-i,37,0.649,easy
https://leetcode.cn/problems/count-symmetric-integers,55,0.711,easy
https://leetcode.cn/problems/points-that-intersect-with-cars,64,0.738,easy
https://leetcode.cn/problems/highest-salaries-difference,8,0.723,easy
https://leetcode.cn/problems/minimum-right-shifts-to-sort-the-array,54,0.588,easy
https://leetcode.cn/problems/sum-of-values-at-indices-with-k-set-bits,237,0.865,easy
https://leetcode.cn/problems/maximum-odd-binary-number,44,0.806,easy
https://leetcode.cn/problems/minimum-operations-to-collect-elements,32,0.712,easy
https://leetcode.cn/problems/maximum-value-of-an-ordered-triplet-i,23,0.544,easy
https://leetcode.cn/problems/create-a-dataframe-from-list,8,0.769,easy
https://leetcode.cn/problems/get-the-size-of-a-dataframe,7,0.847,easy
https://leetcode.cn/problems/display-the-first-three-rows,10,0.92,easy
https://leetcode.cn/problems/select-data,7,0.737,easy
https://leetcode.cn/problems/create-a-new-column,7,0.889,easy
https://leetcode.cn/problems/drop-duplicate-rows,6,0.801,easy
https://leetcode.cn/problems/drop-missing-data,7,0.606,easy
https://leetcode.cn/problems/modify-columns,8,0.918,easy
https://leetcode.cn/problems/rename-columns,7,0.811,easy
https://leetcode.cn/problems/change-data-type,10,0.827,easy
https://leetcode.cn/problems/fill-missing-data,4,0.697,easy
https://leetcode.cn/problems/reshape-data-concatenate,5,0.867,easy
https://leetcode.cn/problems/reshape-data-pivot,4,0.732,easy
https://leetcode.cn/problems/reshape-data-melt,5,0.802,easy
https://leetcode.cn/problems/method-chaining,8,0.726,easy
https://leetcode.cn/problems/divisible-and-non-divisible-sums-difference,45,0.87,easy
https://leetcode.cn/problems/last-visited-integers,32,0.711,easy
https://leetcode.cn/problems/find-indices-with-index-and-value-difference-i,38,0.698,easy
https://leetcode.cn/problems/minimum-sum-of-mountain-triplets-i,46,0.661,easy
https://leetcode.cn/problems/subarrays-distinct-element-sum-of-squares-i,22,0.797,easy
https://leetcode.cn/problems/find-the-k-or-of-an-array,34,0.709,easy
https://leetcode.cn/problems/find-champion-i,57,0.759,easy
https://leetcode.cn/problems/distribute-candies-among-children-i,21,0.741,easy
https://leetcode.cn/problems/maximum-strong-pair-xor-i,20,0.75,easy
https://leetcode.cn/problems/make-three-strings-equal,55,0.462,easy
https://leetcode.cn/problems/find-words-containing-character,37,0.883,easy
https://leetcode.cn/problems/matrix-similarity-after-cyclic-shifts,39,0.612,easy
https://leetcode.cn/problems/find-the-peaks,27,0.786,easy
https://leetcode.cn/problems/find-common-elements-between-two-arrays,31,0.8,easy
https://leetcode.cn/problems/count-tested-devices-after-test-operations,48,0.844,easy
https://leetcode.cn/problems/find-missing-and-repeated-values,56,0.792,easy
https://leetcode.cn/problems/count-the-number-of-incremovable-subarrays-i,28,0.598,easy
https://leetcode.cn/problems/minimum-number-game,52,0.872,easy
https://leetcode.cn/problems/check-if-bitwise-or-has-trailing-zeros,33,0.751,easy
https://leetcode.cn/problems/calculate-compressed-mean,3,0.817,easy
https://leetcode.cn/problems/find-expensive-cities,6,0.792,easy
https://leetcode.cn/problems/loan-types,3,0.469,easy
https://leetcode.cn/problems/smallest-missing-integer-greater-than-sequential-prefix-sum,19,0.362,easy
https://leetcode.cn/problems/maximum-area-of-longest-diagonal-rectangle,33,0.434,easy
https://leetcode.cn/problems/count-elements-with-maximum-frequency,37,0.779,easy
https://leetcode.cn/problems/divide-an-array-into-subarrays-with-minimum-cost-i,27,0.723,easy
https://leetcode.cn/problems/minimum-number-of-pushes-to-type-word-i,39,0.699,easy
https://leetcode.cn/problems/number-of-changing-keys,24,0.832,easy
https://leetcode.cn/problems/guess-numbers,842,0.845,easy
https://leetcode.cn/problems/deep-dark-fraction,346,0.702,easy
https://leetcode.cn/problems/na-ying-bi,1061,0.851,easy
https://leetcode.cn/problems/chuan-di-xin-xi,653,0.752,easy
https://leetcode.cn/problems/qi-wang-ge-shu-tong-ji,102,0.728,easy
https://leetcode.cn/problems/nGK0Fy,378,0.8,easy
https://leetcode.cn/problems/2vYnGI,367,0.307,easy
https://leetcode.cn/problems/ccw6C7,226,0.353,easy
https://leetcode.cn/problems/4xy4Wx,300,0.322,easy
https://leetcode.cn/problems/o8SXZn,201,0.349,easy
https://leetcode.cn/problems/0jQkd0,101,0.558,easy
https://leetcode.cn/problems/uOAnQW,195,0.318,easy
https://leetcode.cn/problems/sZ59z6,242,0.783,easy
https://leetcode.cn/problems/WHnhjV,183,0.753,easy
https://leetcode.cn/problems/UEcfPD,134,0.484,easy
https://leetcode.cn/problems/PTXy4P,81,0.737,easy
https://leetcode.cn/problems/6CE719,90,0.616,easy
https://leetcode.cn/problems/600YaG,99,0.773,easy
https://leetcode.cn/problems/hqCnmP,46,0.675,easy
https://leetcode.cn/problems/W2ZX4X,34,0.685,easy
https://leetcode.cn/problems/xoh6Oh,537,0.211,easy
https://leetcode.cn/problems/JFETK5,607,0.537,easy
https://leetcode.cn/problems/w3tCBm,641,0.781,easy
https://leetcode.cn/problems/kLl5u1,521,0.672,easy
https://leetcode.cn/problems/tvdfij,441,0.673,easy
https://leetcode.cn/problems/XltzEq,390,0.514,easy
https://leetcode.cn/problems/RQku0D,377,0.454,easy
https://leetcode.cn/problems/3u1WK4,343,0.688,easy
https://leetcode.cn/problems/UHnkqh,687,0.749,easy
https://leetcode.cn/problems/aMhZSa,560,0.603,easy
https://leetcode.cn/problems/dKk3P7,300,0.589,easy
https://leetcode.cn/problems/lwyVBB,320,0.56,easy
https://leetcode.cn/problems/qIsx9U,499,0.774,easy
https://leetcode.cn/problems/H8086Q,235,0.817,easy
https://leetcode.cn/problems/NYBBNL,298,0.733,easy
https://leetcode.cn/problems/opLdQZ,327,0.735,easy
https://leetcode.cn/problems/jBjn9C,212,0.624,easy
https://leetcode.cn/problems/N6YdxV,292,0.486,easy
https://leetcode.cn/problems/B1IidL,636,0.708,easy
https://leetcode.cn/problems/jJ0w9p,271,0.431,easy
https://leetcode.cn/problems/0H97ZC,372,0.696,easy
https://leetcode.cn/problems/GzCJIP,336,0.715,easy
https://leetcode.cn/problems/NUPfPr,181,0.49,easy
https://leetcode.cn/problems/shu-zu-zhong-zhong-fu-de-shu-zi-lcof,4481,0.669,easy
https://leetcode.cn/problems/ti-huan-kong-ge-lcof,3710,0.748,easy
https://leetcode.cn/problems/cong-wei-dao-tou-da-yin-lian-biao-lcof,3772,0.74,easy
https://leetcode.cn/problems/yong-liang-ge-zhan-shi-xian-dui-lie-lcof,3072,0.703,easy
https://leetcode.cn/problems/fei-bo-na-qi-shu-lie-lcof,2902,0.358,easy
https://leetcode.cn/problems/qing-wa-tiao-tai-jie-wen-ti-lcof,2120,0.455,easy
https://leetcode.cn/problems/xuan-zhuan-shu-zu-de-zui-xiao-shu-zi-lcof,2662,0.495,easy
https://leetcode.cn/problems/er-jin-zhi-zhong-1de-ge-shu-lcof,1881,0.759,easy
https://leetcode.cn/problems/da-yin-cong-1dao-zui-da-de-nwei-shu-lcof,1636,0.776,easy
https://leetcode.cn/problems/shan-chu-lian-biao-de-jie-dian-lcof,2420,0.595,easy
https://leetcode.cn/problems/diao-zheng-shu-zu-shun-xu-shi-qi-shu-wei-yu-ou-shu-qian-mian-lcof,2750,0.65,easy
https://leetcode.cn/problems/lian-biao-zhong-dao-shu-di-kge-jie-dian-lcof,3741,0.797,easy
https://leetcode.cn/problems/fan-zhuan-lian-biao-lcof,3054,0.741,easy
https://leetcode.cn/problems/he-bing-liang-ge-pai-xu-de-lian-biao-lcof,2001,0.718,easy
https://leetcode.cn/problems/er-cha-shu-de-jing-xiang-lcof,2302,0.795,easy
https://leetcode.cn/problems/dui-cheng-de-er-cha-shu-lcof,1930,0.577,easy
https://leetcode.cn/problems/shun-shi-zhen-da-yin-ju-zhen-lcof,2308,0.427,easy
https://leetcode.cn/problems/bao-han-minhan-shu-de-zhan-lcof,2098,0.553,easy
https://leetcode.cn/problems/cong-shang-dao-xia-da-yin-er-cha-shu-ii-lcof,1968,0.688,easy
https://leetcode.cn/problems/shu-zu-zhong-chu-xian-ci-shu-chao-guo-yi-ban-de-shu-zi-lcof,1638,0.699,easy
https://leetcode.cn/problems/zui-xiao-de-kge-shu-lcof,2620,0.577,easy
https://leetcode.cn/problems/lian-xu-zi-shu-zu-de-zui-da-he-lcof,2366,0.601,easy
https://leetcode.cn/problems/di-yi-ge-zhi-chu-xian-yi-ci-de-zi-fu-lcof,1892,0.618,easy
https://leetcode.cn/problems/liang-ge-lian-biao-de-di-yi-ge-gong-gong-jie-dian-lcof,1652,0.654,easy
https://leetcode.cn/problems/zai-pai-xu-shu-zu-zhong-cha-zhao-shu-zi-lcof,2711,0.527,easy
https://leetcode.cn/problems/que-shi-de-shu-zi-lcof,2616,0.448,easy
https://leetcode.cn/problems/er-cha-sou-suo-shu-de-di-kda-jie-dian-lcof,1944,0.763,easy
https://leetcode.cn/problems/er-cha-shu-de-shen-du-lcof,1926,0.793,easy
https://leetcode.cn/problems/ping-heng-er-cha-shu-lcof,1539,0.595,easy
https://leetcode.cn/problems/he-wei-sde-liang-ge-shu-zi-lcof,1528,0.678,easy
https://leetcode.cn/problems/he-wei-sde-lian-xu-zheng-shu-xu-lie-lcof,2520,0.71,easy
https://leetcode.cn/problems/fan-zhuan-dan-ci-shun-xu-lcof,1723,0.448,easy
https://leetcode.cn/problems/zuo-xuan-zhuan-zi-fu-chuan-lcof,3401,0.854,easy
https://leetcode.cn/problems/bu-ke-pai-zhong-de-shun-zi-lcof,1811,0.451,easy
https://leetcode.cn/problems/yuan-quan-zhong-zui-hou-sheng-xia-de-shu-zi-lcof,1139,0.651,easy
https://leetcode.cn/problems/bu-yong-jia-jian-cheng-chu-zuo-jia-fa-lcof,873,0.602,easy
https://leetcode.cn/problems/er-cha-sou-suo-shu-de-zui-jin-gong-gong-zu-xian-lcof,1170,0.69,easy
https://leetcode.cn/problems/er-cha-shu-de-zui-jin-gong-gong-zu-xian-lcof,1174,0.701,easy
https://leetcode.cn/problems/Ju9Xwi,295,0.537,easy
https://leetcode.cn/problems/WqXACV,199,0.644,easy
https://leetcode.cn/problems/is-unique-lcci,2296,0.71,easy
https://leetcode.cn/problems/check-permutation-lcci,1926,0.656,easy
https://leetcode.cn/problems/string-to-url-lcci,771,0.574,easy
https://leetcode.cn/problems/palindrome-permutation-lcci,1201,0.533,easy
https://leetcode.cn/problems/compress-string-lcci,1513,0.46,easy
https://leetcode.cn/problems/string-rotation-lcci,873,0.538,easy
https://leetcode.cn/problems/remove-duplicate-node-lcci,920,0.663,easy
https://leetcode.cn/problems/kth-node-from-end-of-list-lcci,1279,0.776,easy
https://leetcode.cn/problems/delete-middle-node-lcci,887,0.858,easy
https://leetcode.cn/problems/palindrome-linked-list-lcci,713,0.49,easy
https://leetcode.cn/problems/intersection-of-two-linked-lists-lcci,1317,0.664,easy
https://leetcode.cn/problems/three-in-one-lcci,305,0.535,easy
https://leetcode.cn/problems/min-stack-lcci,424,0.623,easy
https://leetcode.cn/problems/implement-queue-using-stacks-lcci,450,0.717,easy
https://leetcode.cn/problems/animal-shelter-lcci,275,0.582,easy
https://leetcode.cn/problems/minimum-height-tree-lcci,584,0.79,easy
https://leetcode.cn/problems/check-balance-lcci,483,0.599,easy
https://leetcode.cn/problems/insert-into-bits-lcci,314,0.517,easy
https://leetcode.cn/problems/reverse-bits-lcci,377,0.376,easy
https://leetcode.cn/problems/convert-integer-lcci,347,0.512,easy
https://leetcode.cn/problems/exchange-lcci,308,0.71,easy
https://leetcode.cn/problems/three-steps-problem-lcci,696,0.366,easy
https://leetcode.cn/problems/magic-index-lcci,499,0.673,easy
https://leetcode.cn/problems/hanota-lcci,451,0.644,easy
https://leetcode.cn/problems/color-fill-lcci,351,0.559,easy
https://leetcode.cn/problems/sorted-merge-lcci,2570,0.561,easy
https://leetcode.cn/problems/sparse-array-search-lcci,385,0.569,easy
https://leetcode.cn/problems/factorial-zeros-lcci,193,0.427,easy
https://leetcode.cn/problems/maximum-lcci,462,0.747,easy
https://leetcode.cn/problems/diving-board-lcci,684,0.438,easy
https://leetcode.cn/problems/master-mind-lcci,355,0.454,easy
https://leetcode.cn/problems/contiguous-sequence-lcci,534,0.587,easy
https://leetcode.cn/problems/add-without-plus-lcci,263,0.633,easy
https://leetcode.cn/problems/missing-number-lcci,768,0.582,easy
https://leetcode.cn/problems/find-majority-element-lcci,1063,0.56,easy
https://leetcode.cn/problems/binode-lcci,410,0.64,easy
https://leetcode.cn/problems/the-masseuse-lcci,1348,0.513,easy
https://leetcode.cn/problems/add-two-numbers,13156,0.432,medium
https://leetcode.cn/problems/longest-substring-without-repeating-characters,15056,0.395,medium
https://leetcode.cn/problems/longest-palindromic-substring,8312,0.38,medium
https://leetcode.cn/problems/zigzag-conversion,5039,0.525,medium
https://leetcode.cn/problems/reverse-integer,7572,0.354,medium
https://leetcode.cn/problems/string-to-integer-atoi,4559,0.212,medium
https://leetcode.cn/problems/container-with-most-water,6194,0.6,medium
https://leetcode.cn/problems/integer-to-roman,3327,0.667,medium
https://leetcode.cn/problems/3sum,6707,0.376,medium
https://leetcode.cn/problems/3sum-closest,2763,0.448,medium
https://leetcode.cn/problems/letter-combinations-of-a-phone-number,6027,0.59,medium
https://leetcode.cn/problems/4sum,3233,0.367,medium
https://leetcode.cn/problems/remove-nth-node-from-end-of-list,8683,0.47,medium
https://leetcode.cn/problems/generate-parentheses,5112,0.776,medium
https://leetcode.cn/problems/swap-nodes-in-pairs,5176,0.719,medium
https://leetcode.cn/problems/divide-two-integers,1687,0.223,medium
https://leetcode.cn/problems/next-permutation,3442,0.388,medium
https://leetcode.cn/problems/search-in-rotated-sorted-array,5002,0.441,medium
https://leetcode.cn/problems/find-first-and-last-position-of-element-in-sorted-array,8145,0.43,medium
https://leetcode.cn/problems/valid-sudoku,2829,0.633,medium
https://leetcode.cn/problems/count-and-say,3395,0.607,medium
https://leetcode.cn/problems/combination-sum,4239,0.724,medium
https://leetcode.cn/problems/combination-sum-ii,2961,0.595,medium
https://leetcode.cn/problems/multiply-strings,2213,0.443,medium
https://leetcode.cn/problems/jump-game-ii,3881,0.447,medium
https://leetcode.cn/problems/permutations,6178,0.79,medium
https://leetcode.cn/problems/permutations-ii,3082,0.656,medium
https://leetcode.cn/problems/rotate-image,4893,0.755,medium
https://leetcode.cn/problems/group-anagrams,3099,0.678,medium
https://leetcode.cn/problems/powx-n,2282,0.381,medium
https://leetcode.cn/problems/maximum-subarray,7492,0.552,medium
https://leetcode.cn/problems/spiral-matrix,4454,0.501,medium
https://leetcode.cn/problems/jump-game,5599,0.433,medium
https://leetcode.cn/problems/merge-intervals,4751,0.497,medium
https://leetcode.cn/problems/insert-interval,1673,0.427,medium
https://leetcode.cn/problems/spiral-matrix-ii,3861,0.715,medium
https://leetcode.cn/problems/rotate-list,3296,0.414,medium
https://leetcode.cn/problems/unique-paths,4606,0.68,medium
https://leetcode.cn/problems/unique-paths-ii,3307,0.412,medium
https://leetcode.cn/problems/minimum-path-sum,3667,0.699,medium
https://leetcode.cn/problems/simplify-path,1800,0.447,medium
https://leetcode.cn/problems/edit-distance,3344,0.628,medium
https://leetcode.cn/problems/set-matrix-zeroes,2085,0.651,medium
https://leetcode.cn/problems/search-a-2d-matrix,3200,0.493,medium
https://leetcode.cn/problems/sort-colors,3851,0.608,medium
https://leetcode.cn/problems/combinations,3136,0.77,medium
https://leetcode.cn/problems/subsets,4596,0.812,medium
https://leetcode.cn/problems/word-search,2799,0.466,medium
https://leetcode.cn/problems/remove-duplicates-from-sorted-array-ii,2542,0.615,medium
https://leetcode.cn/problems/search-in-rotated-sorted-array-ii,1538,0.41,medium
https://leetcode.cn/problems/remove-duplicates-from-sorted-list-ii,3116,0.541,medium
https://leetcode.cn/problems/partition-list,2325,0.645,medium
https://leetcode.cn/problems/gray-code,937,0.754,medium
https://leetcode.cn/problems/subsets-ii,2436,0.635,medium
https://leetcode.cn/problems/decode-ways,2401,0.335,medium
https://leetcode.cn/problems/reverse-linked-list-ii,4025,0.559,medium
https://leetcode.cn/problems/restore-ip-addresses,2710,0.589,medium
https://leetcode.cn/problems/unique-binary-search-trees-ii,1111,0.738,medium
https://leetcode.cn/problems/unique-binary-search-trees,2662,0.71,medium
https://leetcode.cn/problems/interleaving-string,965,0.448,medium
https://leetcode.cn/problems/validate-binary-search-tree,4398,0.375,medium
https://leetcode.cn/problems/recover-binary-search-tree,1154,0.605,medium
https://leetcode.cn/problems/binary-tree-level-order-traversal,4885,0.665,medium
https://leetcode.cn/problems/binary-tree-zigzag-level-order-traversal,2607,0.58,medium
https://leetcode.cn/problems/construct-binary-tree-from-preorder-and-inorder-traversal,2856,0.712,medium
https://leetcode.cn/problems/construct-binary-tree-from-inorder-and-postorder-traversal,1918,0.718,medium
https://leetcode.cn/problems/binary-tree-level-order-traversal-ii,2098,0.731,medium
https://leetcode.cn/problems/convert-sorted-list-to-binary-search-tree,1183,0.766,medium
https://leetcode.cn/problems/path-sum-ii,2350,0.633,medium
https://leetcode.cn/problems/flatten-binary-tree-to-linked-list,3197,0.734,medium
https://leetcode.cn/problems/populating-next-right-pointers-in-each-node,2797,0.731,medium
https://leetcode.cn/problems/populating-next-right-pointers-in-each-node-ii,1604,0.683,medium
https://leetcode.cn/problems/triangle,2592,0.687,medium
https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-ii,5357,0.73,medium
https://leetcode.cn/problems/longest-consecutive-sequence,3025,0.527,medium
https://leetcode.cn/problems/sum-root-to-leaf-numbers,1919,0.703,medium
https://leetcode.cn/problems/surrounded-regions,2369,0.464,medium
https://leetcode.cn/problems/palindrome-partitioning,1937,0.735,medium
https://leetcode.cn/problems/clone-graph,872,0.699,medium
https://leetcode.cn/problems/gas-station,2013,0.489,medium
https://leetcode.cn/problems/single-number-ii,1281,0.724,medium
https://leetcode.cn/problems/copy-list-with-random-pointer,1605,0.663,medium
https://leetcode.cn/problems/word-break,2744,0.548,medium
https://leetcode.cn/problems/linked-list-cycle-ii,4346,0.582,medium
https://leetcode.cn/problems/reorder-list,2097,0.66,medium
https://leetcode.cn/problems/lru-cache,3975,0.537,medium
https://leetcode.cn/problems/insertion-sort-list,1166,0.696,medium
https://leetcode.cn/problems/sort-list,2422,0.655,medium
https://leetcode.cn/problems/evaluate-reverse-polish-notation,2208,0.537,medium
https://leetcode.cn/problems/reverse-words-in-a-string,3642,0.539,medium
https://leetcode.cn/problems/maximum-product-subarray,2278,0.432,medium
https://leetcode.cn/problems/find-minimum-in-rotated-sorted-array,2669,0.573,medium
https://leetcode.cn/problems/min-stack,2745,0.594,medium
https://leetcode.cn/problems/binary-tree-upside-down,253,0.731,medium
https://leetcode.cn/problems/longest-substring-with-at-most-two-distinct-characters,362,0.559,medium
https://leetcode.cn/problems/one-edit-distance,213,0.338,medium
https://leetcode.cn/problems/find-peak-element,2238,0.495,medium
https://leetcode.cn/problems/maximum-gap,696,0.601,medium
https://leetcode.cn/problems/compare-version-numbers,1352,0.521,medium
https://leetcode.cn/problems/fraction-to-recurring-decimal,552,0.335,medium
https://leetcode.cn/problems/two-sum-ii-input-array-is-sorted,4049,0.6,medium
https://leetcode.cn/problems/factorial-trailing-zeroes,1171,0.502,medium
https://leetcode.cn/problems/binary-search-tree-iterator,952,0.818,medium
https://leetcode.cn/problems/second-highest-salary,1854,0.371,medium
https://leetcode.cn/problems/nth-highest-salary,923,0.465,medium
https://leetcode.cn/problems/rank-scores,1099,0.616,medium
https://leetcode.cn/problems/largest-number,1528,0.41,medium
https://leetcode.cn/problems/consecutive-numbers,1004,0.472,medium
https://leetcode.cn/problems/department-highest-salary,1249,0.519,medium
https://leetcode.cn/problems/reverse-words-in-a-string-ii,217,0.759,medium
https://leetcode.cn/problems/repeated-dna-sequences,1135,0.548,medium
https://leetcode.cn/problems/rotate-array,3868,0.445,medium
https://leetcode.cn/problems/word-frequency,246,0.354,medium
https://leetcode.cn/problems/transpose-file,109,0.342,medium
https://leetcode.cn/problems/house-robber,5200,0.549,medium
https://leetcode.cn/problems/binary-tree-right-side-view,3085,0.665,medium
https://leetcode.cn/problems/number-of-islands,4328,0.6,medium
https://leetcode.cn/problems/bitwise-and-of-numbers-range,557,0.544,medium
https://leetcode.cn/problems/count-primes,1148,0.37,medium
https://leetcode.cn/problems/course-schedule,2482,0.539,medium
https://leetcode.cn/problems/implement-trie-prefix-tree,1802,0.72,medium
https://leetcode.cn/problems/minimum-size-subarray-sum,3992,0.464,medium
https://leetcode.cn/problems/course-schedule-ii,1511,0.578,medium
https://leetcode.cn/problems/design-add-and-search-words-data-structure,803,0.498,medium
https://leetcode.cn/problems/house-robber-ii,2970,0.448,medium
https://leetcode.cn/problems/kth-largest-element-in-an-array,4414,0.621,medium
https://leetcode.cn/problems/combination-sum-iii,2176,0.711,medium
https://leetcode.cn/problems/maximal-square,1828,0.501,medium
https://leetcode.cn/problems/rectangle-area,676,0.539,medium
https://leetcode.cn/problems/basic-calculator-ii,1141,0.448,medium
https://leetcode.cn/problems/majority-element-ii,887,0.543,medium
https://leetcode.cn/problems/kth-smallest-element-in-a-bst,2031,0.767,medium
https://leetcode.cn/problems/lowest-common-ancestor-of-a-binary-search-tree,2011,0.693,medium
https://leetcode.cn/problems/lowest-common-ancestor-of-a-binary-tree,3119,0.703,medium
https://leetcode.cn/problems/delete-node-in-a-linked-list,1822,0.862,medium
https://leetcode.cn/problems/product-of-array-except-self,2115,0.751,medium
https://leetcode.cn/problems/search-a-2d-matrix-ii,1910,0.534,medium
https://leetcode.cn/problems/different-ways-to-add-parentheses,797,0.756,medium
https://leetcode.cn/problems/shortest-word-distance-ii,114,0.601,medium
https://leetcode.cn/problems/shortest-word-distance-iii,94,0.574,medium
https://leetcode.cn/problems/strobogrammatic-number-ii,141,0.547,medium
https://leetcode.cn/problems/group-shifted-strings,198,0.651,medium
https://leetcode.cn/problems/count-univalue-subtrees,177,0.646,medium
https://leetcode.cn/problems/flatten-2d-vector,115,0.55,medium
https://leetcode.cn/problems/meeting-rooms-ii,615,0.523,medium
https://leetcode.cn/problems/factor-combinations,147,0.569,medium
https://leetcode.cn/problems/verify-preorder-sequence-in-binary-search-tree,126,0.496,medium
https://leetcode.cn/problems/paint-house,329,0.706,medium
https://leetcode.cn/problems/3sum-smaller,146,0.55,medium
https://leetcode.cn/problems/single-number-iii,1134,0.723,medium
https://leetcode.cn/problems/graph-valid-tree,250,0.512,medium
https://leetcode.cn/problems/ugly-number-ii,995,0.583,medium
https://leetcode.cn/problems/palindrome-permutation-ii,137,0.467,medium
https://leetcode.cn/problems/encode-and-decode-strings,80,0.586,medium
https://leetcode.cn/problems/h-index,1287,0.464,medium
https://leetcode.cn/problems/h-index-ii,704,0.455,medium
https://leetcode.cn/problems/paint-fence,204,0.545,medium
https://leetcode.cn/problems/find-the-celebrity,151,0.578,medium
https://leetcode.cn/problems/perfect-squares,2188,0.665,medium
https://leetcode.cn/problems/wiggle-sort,133,0.692,medium
https://leetcode.cn/problems/zigzag-iterator,136,0.768,medium
https://leetcode.cn/problems/peeking-iterator,267,0.765,medium
https://leetcode.cn/problems/inorder-successor-in-bst,182,0.646,medium
https://leetcode.cn/problems/walls-and-gates,245,0.551,medium
https://leetcode.cn/problems/find-the-duplicate-number,2173,0.64,medium
https://leetcode.cn/problems/unique-word-abbreviation,92,0.497,medium
https://leetcode.cn/problems/game-of-life,1249,0.76,medium
https://leetcode.cn/problems/word-pattern-ii,108,0.517,medium
https://leetcode.cn/problems/flip-game-ii,87,0.591,medium
https://leetcode.cn/problems/binary-tree-longest-consecutive-sequence,157,0.598,medium
https://leetcode.cn/problems/bulls-and-cows,920,0.576,medium
https://leetcode.cn/problems/longest-increasing-subsequence,4639,0.554,medium
https://leetcode.cn/problems/range-sum-query-2d-immutable,1409,0.622,medium
https://leetcode.cn/problems/additive-number,721,0.378,medium
https://leetcode.cn/problems/range-sum-query-mutable,678,0.534,medium
https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-with-cooldown,2117,0.647,medium
https://leetcode.cn/problems/minimum-height-trees,506,0.425,medium
https://leetcode.cn/problems/sparse-matrix-multiplication,94,0.755,medium
https://leetcode.cn/problems/super-ugly-number,523,0.558,medium
https://leetcode.cn/problems/binary-tree-vertical-order-traversal,191,0.563,medium
https://leetcode.cn/problems/remove-duplicate-letters,943,0.487,medium
https://leetcode.cn/problems/maximum-product-of-word-lengths,776,0.72,medium
https://leetcode.cn/problems/bulb-switcher,554,0.578,medium
https://leetcode.cn/problems/generalized-abbreviation,84,0.701,medium
https://leetcode.cn/problems/coin-change,3846,0.473,medium
https://leetcode.cn/problems/number-of-connected-components-in-an-undirected-graph,365,0.654,medium
https://leetcode.cn/problems/wiggle-sort-ii,418,0.409,medium
https://leetcode.cn/problems/maximum-size-subarray-sum-equals-k,197,0.516,medium
https://leetcode.cn/problems/odd-even-linked-list,1711,0.646,medium
https://leetcode.cn/problems/verify-preorder-serialization-of-a-binary-tree,668,0.483,medium
https://leetcode.cn/problems/largest-bst-subtree,167,0.49,medium
https://leetcode.cn/problems/increasing-triplet-subsequence,905,0.428,medium
https://leetcode.cn/problems/house-robber-iii,1962,0.615,medium
https://leetcode.cn/problems/nested-list-weight-sum,85,0.837,medium
https://leetcode.cn/problems/longest-substring-with-at-most-k-distinct-characters,318,0.512,medium
https://leetcode.cn/problems/flatten-nested-list-iterator,680,0.728,medium
https://leetcode.cn/problems/integer-break,2071,0.628,medium
https://leetcode.cn/problems/top-k-frequent-elements,3220,0.636,medium
https://leetcode.cn/problems/design-tic-tac-toe,143,0.594,medium
https://leetcode.cn/problems/android-unlock-patterns,137,0.616,medium
https://leetcode.cn/problems/design-snake-game,90,0.433,medium
https://leetcode.cn/problems/design-twitter,740,0.412,medium
https://leetcode.cn/problems/line-reflection,65,0.366,medium
https://leetcode.cn/problems/count-numbers-with-unique-digits,951,0.606,medium
https://leetcode.cn/problems/sort-transformed-array,93,0.622,medium
https://leetcode.cn/problems/bomb-enemy,109,0.597,medium
https://leetcode.cn/problems/design-hit-counter,131,0.69,medium
https://leetcode.cn/problems/nested-list-weight-sum-ii,81,0.652,medium
https://leetcode.cn/problems/water-and-jug-problem,705,0.43,medium
https://leetcode.cn/problems/find-leaves-of-binary-tree,236,0.804,medium
https://leetcode.cn/problems/largest-divisible-subset,606,0.46,medium
https://leetcode.cn/problems/plus-one-linked-list,249,0.62,medium
https://leetcode.cn/problems/range-addition,288,0.771,medium
https://leetcode.cn/problems/sum-of-two-integers,725,0.623,medium
https://leetcode.cn/problems/super-pow,523,0.569,medium
